0.000000 0 0
1.000000 0.0247772 0.00628402
2.000000 0.0303596 0.00881693
3.000000 0.0356071 0.0115393
4.000000 0.0406831 0.0154231
5.000000 0.0451339 0.0194769
6.000000 0.0473948 0.0222339
7.000000 0.0486526 0.0236969
8.000000 0.0495225 0.0246461
9.000000 0.050363 0.024926
10.000000 0.0508114 0.024898
11.000000 0.0503734 0.0248862
12.000000 0.0496102 0.0244573
13.000000 0.0490624 0.0242331
14.000000 0.0490611 0.0237899
15.000000 0.0488872 0.0229665
16.000000 0.0487682 0.0216604
17.000000 0.0487736 0.0200577
18.000000 0.0486828 0.0199851
19.000000 0.0481999 0.0191995
20.000000 0.0478052 0.018304
21.000000 0.048052 0.0174005
22.000000 0.0478926 0.0167924
23.000000 0.0478024 0.0164578
24.000000 0.0476846 0.0161661
25.000000 0.0468957 0.0155997
26.000000 0.0475926 0.015136
27.000000 0.0476539 0.0148088
28.000000 0.0474506 0.0148766
29.000000 0.0473233 0.0147116
30.000000 0.0483327 0.0145176
31.000000 0.0496815 0.0136029
32.000000 0.0499603 0.0135138
33.000000 0.0513278 0.0137312
34.000000 0.0512768 0.0141423
35.000000 0.0507465 0.0141783
36.000000 0.0509772 0.0135895
37.000000 0.0511569 0.0131658
38.000000 0.0524026 0.0135778
39.000000 0.0534181 0.0138843
40.000000 0.053478 0.0134366
41.000000 0.0529343 0.0127704
42.000000 0.0524646 0.0132096
43.000000 0.0535697 0.0117518
44.000000 0.0547546 0.0116313
45.000000 0.0556706 0.0114911
46.000000 0.0561628 0.0123826
47.000000 0.0560782 0.0140771
48.000000 0.0557295 0.016161
49.000000 0.0559825 0.01688
50.000000 0.0559016 0.0153328
51.000000 0.0553478 0.0157825
52.000000 0.0558063 0.0157289
53.000000 0.0569201 0.0172706
54.000000 0.0568377 0.0173246
55.000000 0.056695 0.0176623
56.000000 0.0579033 0.0180155
57.000000 0.0587287 0.0178117
58.000000 0.0598137 0.0180125
59.000000 0.0603691 0.0193444
60.000000 0.0608342 0.0198771
61.000000 0.0602509 0.0197301
62.000000 0.0589694 0.0208531
63.000000 0.0595963 0.0214922
64.000000 0.0604264 0.0224274
65.000000 0.0603852 0.0230824
66.000000 0.060225 0.0237895
67.000000 0.0603112 0.0231474
68.000000 0.0617562 0.021567
69.000000 0.062365 0.021041
70.000000 0.0641174 0.0200254
71.000000 0.0658545 0.0197624
72.000000 0.0666472 0.0200528
73.000000 0.0651017 0.0210285
74.000000 0.066702 0.0226632
75.000000 0.0693189 0.0220728
76.000000 0.0714462 0.0232622
77.000000 0.0723143 0.0241951
78.000000 0.0743278 0.0243046
79.000000 0.0747402 0.0246515
80.000000 0.0746411 0.0235641
81.000000 0.0745306 0.0247062
82.000000 0.074588 0.0271224
83.000000 0.0753033 0.0268843
84.000000 0.0735744 0.026327
85.000000 0.0742239 0.0257638
86.000000 0.0761641 0.0259602
87.000000 0.077276 0.0265956
88.000000 0.0795544 0.026855
89.000000 0.0812101 0.0257405
90.000000 0.0817604 0.025484
91.000000 0.0823318 0.025668
92.000000 0.0821837 0.0267755
93.000000 0.0826699 0.0265932
94.000000 0.0835144 0.0267583
95.000000 0.0843773 0.0289114
96.000000 0.0842876 0.0299319
97.000000 0.0843642 0.0297924
98.000000 0.0842991 0.0268455
99.000000 0.0840928 0.026774
100.000000 0.0853679 0.0294627
101.000000 0.0873266 0.0310881
102.000000 0.0858209 0.0326636
103.000000 0.0868636 0.032417
104.000000 0.0898414 0.0331026
105.000000 0.09356 0.0330886
106.000000 0.0946413 0.0318284
107.000000 0.0949712 0.0331872
108.000000 0.0952596 0.0321058
109.000000 0.0978375 0.0325382
110.000000 0.103422 0.0352378
111.000000 0.10679 0.037072
112.000000 0.110023 0.0376804
113.000000 0.111734 0.0393323
114.000000 0.109888 0.0388725
115.000000 0.108634 0.0399134
116.000000 0.106632 0.0408931
117.000000 0.109005 0.0416805
118.000000 0.109742 0.0430402
119.000000 0.11045 0.0464919
120.000000 0.11072 0.0496472
121.000000 0.111595 0.0528073
122.000000 0.113068 0.0559666
123.000000 0.113063 0.0540437
124.000000 0.112359 0.0519976
125.000000 0.112643 0.0488019
126.000000 0.10867 0.0460135
127.000000 0.107366 0.0438359
128.000000 0.105984 0.0460565
129.000000 0.104638 0.0467826
