0.000000 1.000000 0.000000
1.000000 0.500000 0.500000
2.000000 0.020408 0.049990
3.000000 0.081263 0.037282
4.000000 0.123056 0.047790
5.000000 0.160350 0.054308
6.000000 0.200813 0.046305
7.000000 0.245549 0.053912
8.000000 0.273065 0.050086
9.000000 0.281699 0.052202
10.000000 0.297523 0.056449
11.000000 0.300675 0.053278
12.000000 0.314076 0.053089
13.000000 0.338286 0.050904
14.000000 0.360222 0.049511
15.000000 0.392295 0.058666
16.000000 0.402801 0.070006
17.000000 0.407803 0.085293
18.000000 0.400941 0.087936
19.000000 0.396470 0.084512
20.000000 0.381498 0.073393
21.000000 0.378126 0.073524
22.000000 0.372963 0.083612
23.000000 0.366467 0.094964
24.000000 0.367966 0.099876
25.000000 0.353245 0.090782
26.000000 0.357211 0.088620
27.000000 0.345094 0.095974
28.000000 0.341285 0.098990
29.000000 0.346571 0.103617
30.000000 0.336533 0.120313
31.000000 0.343921 0.125660
32.000000 0.341198 0.118249
33.000000 0.348992 0.113083
34.000000 0.337793 0.104755
35.000000 0.334846 0.107504
36.000000 0.329096 0.110323
37.000000 0.313203 0.102649
38.000000 0.301758 0.092239
39.000000 0.288159 0.099277
40.000000 0.285615 0.085323
41.000000 0.267423 0.073404
42.000000 0.257050 0.059020
43.000000 0.242288 0.065803
44.000000 0.243339 0.072483
45.000000 0.252460 0.071607
46.000000 0.243964 0.071088
47.000000 0.244714 0.076444
48.000000 0.252830 0.079809
49.000000 0.250054 0.063157
50.000000 0.253169 0.064257
51.000000 0.257986 0.081432
52.000000 0.256974 0.091330
53.000000 0.257838 0.082427
54.000000 0.256502 0.089829
55.000000 0.246714 0.088989
56.000000 0.254881 0.088251
57.000000 0.253013 0.083170
58.000000 0.258059 0.086289
59.000000 0.266572 0.087697
60.000000 0.258594 0.092148
61.000000 0.262022 0.088923
62.000000 0.269991 0.086117
63.000000 0.269547 0.100827
64.000000 0.259732 0.084661
65.000000 0.253554 0.081829
66.000000 0.242837 0.077290
67.000000 0.250755 0.087888
68.000000 0.237484 0.082943
69.000000 0.229071 0.086076
70.000000 0.226270 0.083152
71.000000 0.222904 0.090348
72.000000 0.218130 0.096829
73.000000 0.201180 0.090898
74.000000 0.212944 0.103416
75.000000 0.215710 0.108297
76.000000 0.220790 0.113127
77.000000 0.207826 0.099411
78.000000 0.203334 0.102455
79.000000 0.194847 0.099064
80.000000 0.191156 0.100512
81.000000 0.184003 0.096372
82.000000 0.178731 0.087420
83.000000 0.178563 0.074952
84.000000 0.162860 0.068544
